Symbol,Symbol - Name
NIE,NIE - Virtus AllianzGI Equity & Convertible Income Fund Common Shares of Beneficial Interest
NIM,NIM - Nuveen Select Maturities Municipal Fund Common Stock
NIMC,NIMC - NiSource Inc Series A Corporate Units
NINE,NINE - Nine Energy Service Inc. Common Stock
NIO,NIO - NIO Inc. American depositary shares each  representing one Class A ordinary share
NIQ,NIQ - Nuveenn Intermediate Duration Quality Municipal Term Fund Common Shares of Beneficial Interest
NISN,NISN - NiSun International Enterprise Development Group Co. Ltd. Class A Common Shares
NIU,NIU - Niu Technologies American Depositary Shares
NJR,NJR - NewJersey Resources Corporation Common Stock
NKE,NKE - Nike Inc. Common Stock
NKG,NKG - Nuveen Georgia Quality Municipal Income Fund 
NKLA,NKLA - Nikola Corporation Common Stock
NKSH,NKSH - National Bankshares Inc. Common Stock
NKTR,NKTR - Nektar Therapeutics  Common Stock
NKTX,NKTX - Nkarta Inc. Common Stock
NKX,NKX - Nuveen California AMT-Free Quality Municipal Income Fund
NL,NL - NL Industries Inc. Common Stock
NLIT,NLIT - Northern Lights Acquisition Corp. Class A Common Stock
NLITU,NLITU - Northern Lights Acquisition Corp. Units
NLOK,NLOK - NortonLifeLock Inc. Common Stock
NLS,NLS - Nautilus Inc. Common Stock
NLSN,NLSN - Nielsen N.V. Ordinary Shares
NLSP,NLSP - NLS Pharmaceutics Ltd. Ordinary Shares
NLSPW,NLSPW - NLS Pharmaceutics Ltd. Warrant
NLTX,NLTX - Neoleukin Therapeutics Inc. Common Stock
NLY,NLY - Annaly Capital Management Inc Common Stock
NM,NM - Navios Maritime Holdings Inc. Common Stock
NMCO,NMCO - Nuveen Municipal Credit Opportunities Fund Common Shares
NMFC,NMFC - New Mountain Finance Corporation Common Stock
NMG,NMG - Nouveau Monde Graphite Inc. Common Shares
NMI,NMI - Nuveen Municipal Income Fund Inc. Common Stock
NMIH,NMIH - NMI Holdings Inc. Class A Common Stock
NML,NML - Neuberger Berman MLP and Energy Income Fund Inc. Common Stock
NMM,NMM - Navios Maritime Partners LP Common Units Representing Limited Partner Interests
NMMC,NMMC - North Mountain Merger Corp. Class A Common Stock
NMMCU,NMMCU - North Mountain Merger Corp. Unit
NMR,NMR - Nomura Holdings Inc ADR American Depositary Shares
NMRD,NMRD - Nemaura Medical Inc. Common Stock
NMRK,NMRK - Newmark Group Inc. Class A Common Stock
NMS,NMS - Nuveen Minnesota Quality Municipal Income Fund 
NMT,NMT - Nuveen Massachusetts Quality Municipal Income Fund Common Stock
NMTC,NMTC - NeuroOne Medical Technologies Corporation Common Stock
NMTR,NMTR - 9 Meters Biopharma Inc. Common Stock
NMZ,NMZ - Nuveen Municipal High Income Opportunity Fund Common Stock $0.01 par value per share
NN,NN - NextNav Inc. Common Stock
NNBR,NNBR - NN Inc. Common Stock
NNDM,NNDM - Nano Dimension Ltd. American Depositary Shares
NNI,NNI - Nelnet Inc. Common Stock
NNN,NNN - National Retail Properties Common Stock
NNOX,NNOX - NANO-X IMAGING LTD Ordinary Shares
NNVC,NNVC - NanoViricides Inc. Common Stock
NNY,NNY - Nuveen New York Municipal Value Fund Common Stock
NOA,NOA - North American Construction Group Ltd. Common Shares (no par)
NOAC,NOAC - Natural Order Acquisition Corp. Common Stock
NOACU,NOACU - Natural Order Acquisition Corp. Unit
NOACW,NOACW - Natural Order Acquisition Corp. Warrant
NOAH,NOAH - Noah Holdings Limited
NOC,NOC - Northrop Grumman Corporation Common Stock
NODK,NODK - NI Holdings Inc. Common Stock
NOG,NOG - Northern Oil and Gas Inc. Common Stock
NOK,NOK - Nokia Corporation Sponsored American Depositary Shares
NOM,NOM - Nuveen Missouri Quality Municipal Income Fund 
NOMD,NOMD - Nomad Foods Limited Ordinary Shares
NOTV,NOTV - Inotiv Inc. Common Stock
NOV,NOV - NOV Inc. Common Stock
NOVA,NOVA - Sunnova Energy International Inc. Common Stock
NOVN,NOVN - Novan Inc. Common Stock
NOVT,NOVT - Novanta Inc. Common Stock
NOVV,NOVV - Nova Vision Acquisition Corp. Ordinary share
NOVVU,NOVVU - Nova Vision Acquisition Corp. Unit
NOW,NOW - ServiceNow Inc. Common Stock
NP,NP - Neenah Inc. Common Stock
NPABU,NPABU - New Providence Acquisition Corp. II Unit
NPCE,NPCE - Neuropace Inc. Common Stock
NPCT,NPCT - Nuveen Core Plus Impact Fund Common Shares of Beneficial Interest
NPK,NPK - National Presto Industries Inc. Common Stock
NPO,NPO - EnPro Industries Inc
NPTN,NPTN - NeoPhotonics Corporation Common Stock
NPV,NPV - Nuveen Virginia Quality Municipal Income Fund Common Stock
NQP,NQP - Nuveen Pennsylvania Quality Municipal Income Fund Common Stock
NR,NR - Newpark Resources Inc. Common Stock
NRAC,NRAC - Noble Rock Acquisition Corporation Class A Ordinary Share
NRACU,NRACU - Noble Rock Acquisition Corporation Unit
NRBO,NRBO - NeuroBo Pharmaceuticals Inc. Common Stock
NRC,NRC - National Research Corporation Common Stock (Delaware)
NRDS,NRDS - NerdWallet Inc. Class A Common Stock
NRDY,NRDY - Nerdy Inc. Class A Common Stock
NREF,NREF - NexPoint Real Estate Finance Inc. Common Stock
NRG,NRG - NRG Energy Inc. Common Stock
NRGX,NRGX - PIMCO Energy and Tactical Credit Opportunities Fund Common Shares of Beneficial Interest
NRIM,NRIM - Northrim BanCorp Inc Common Stock
NRIX,NRIX - Nurix Therapeutics Inc. Common stock
NRK,NRK - Nuveen New York AMT-Free Quality Municipal Income Fund 
NRO,NRO - Neuberger Berman Real Estate Securities Income Fund Inc. Neuberger Berman Real Estate Securities Income Fund Inc.
NRP,NRP - Natural Resource Partners LP Limited Partnership
NRT,NRT - North European Oil Royality Trust Common Stock
NRUC,NRUC - National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes)
NRXP,NRXP - NRX Pharmaceuticals Inc. Common Stock
NRZ,NRZ - New Residential Investment Corp. Common Stock
NS,NS - Nustar Energy L.P.  Common Units
NSA,NSA - National Storage Affiliates Trust Common Shares of Beneficial Interest
NSC,NSC - Norfolk Southern Corporation Common Stock
NSEC,NSEC - National Security Group Inc. Common Stock
NSIT,NSIT - Insight Enterprises Inc. Common Stock
NSL,NSL - Nuveen Senior Income Fund Common Stock
NSP,NSP - Insperity Inc. Common Stock
NSPR,NSPR - InspireMD Inc. Common Stock
NSR,NSR - Nomad Royalty Company Ltd. Common Shares
NSS,NSS - NuStar Logistics L.P. 7.625% Fixed-to-Floating Rate Subordinated Notes due 2043
NSSC,NSSC - NAPCO Security Technologies Inc. Common Stock
NSTB,NSTB - Northern Star Investment Corp. II Class A Common stock
NSTC,NSTC - Northern Star Investment Corp. III Class A Common Stock
NSTD,NSTD - Northern Star Investment Corp. IV Class A Common Stock
NSTG,NSTG - NanoString Technologies Inc. Common Stock
NSYS,NSYS - Nortech Systems Incorporated Common Stock
NTAP,NTAP - NetApp Inc. Common Stock
NTB,NTB - Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares
NTCO,NTCO - Natura &Co Holding S.A. American Depositary Shares 
NTCT,NTCT - NetScout Systems Inc. Common Stock
NTES,NTES - NetEase Inc. American Depositary Shares
NTG,NTG - Tortoise Midstream Energy Fund Inc. Common Stock
NTGR,NTGR - NETGEAR Inc. Common Stock
NTIC,NTIC - Northern Technologies International Corporation Common Stock
NTIP,NTIP - Network-1 Technologies Inc. Common Stock
NTLA,NTLA - Intellia Therapeutics Inc. Common Stock
NTNX,NTNX - Nutanix Inc. Class A Common Stock
NTP,NTP - Nam Tai Property Inc. Common Stock
NTR,NTR - Nutrien Ltd. Common Shares
NTRA,NTRA - Natera Inc. Common Stock
NTRB,NTRB - Nutriband Inc. Common Stock
NTRBW,NTRBW - Nutriband Inc. Warrant
NTRS,NTRS - Northern Trust Corporation Common Stock
NTRSO,NTRSO - Northern Trust Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock
NTST,NTST - NetSTREIT Corp. Common Stock
NTUS,NTUS - Natus Medical Incorporated Common Stock
NTWK,NTWK - NetSol Technologies Inc. Common  Stock
NTZ,NTZ - Natuzzi S.p.A.
NUAN,NUAN - Nuance Communications Inc. Common Stock
NUE,NUE - Nucor Corporation Common Stock
NUO,NUO - Nuveen Ohio Quality Municipal Income Fund Common Stock
NURO,NURO - NeuroMetrix Inc. Common Stock
NUS,NUS - Nu Skin Enterprises Inc. Common Stock
NUV,NUV - Nuveen Municipal Value Fund Inc. Common Stock
NUVA,NUVA - NuVasive Inc. Common Stock
NUVB,NUVB - Nuvation Bio Inc. Class A Common Stock
NUVL,NUVL - Nuvalent Inc. Class A Common Stock
NUW,NUW - Nuveen AMT-Free Municipal Value Fund
NUWE,NUWE - Nuwellis Inc. Common Stock
NUZE,NUZE - NuZee Inc. Common Stock
NVAX,NVAX - Novavax Inc. Common Stock
NVCN,NVCN - Neovasc Inc. Common Shares
NVCR,NVCR - NovoCure Limited Ordinary Shares
NVDA,NVDA - NVIDIA Corporation Common Stock
NVEC,NVEC - NVE Corporation Common Stock
NVEE,NVEE - NV5 Global Inc. Common Stock
NVEI,NVEI - Nuvei Corporation Subordinate Voting Shares
NVFY,NVFY - Nova Lifestyle Inc. Common Stock
NVG,NVG - Nuveen AMT-Free Municipal Credit Income Fund 
NVGS,NVGS - Navigator Holdings Ltd. Ordinary Shares (Marshall Islands)
NVIV,NVIV - InVivo Therapeutics Holdings Corp Common Stock
NVMI,NVMI - Nova Ltd. Ordinary Shares
NVNO,NVNO - enVVeno Medical Corporation Common Stock
NVNOW,NVNOW - enVVeno Medical Corporation Warrants
NVO,NVO - Novo Nordisk A/S Common Stock
NVOS,NVOS - Novo Integrated Sciences Inc. Common Stock
NVR,NVR - NVR Inc. Common Stock
NVRO,NVRO - Nevro Corp. Common Stock
NVS,NVS - Novartis AG Common Stock
NVSA,NVSA - New Vista Acquisition Corp Class A Ordinary Shares
NVSAU,NVSAU - New Vista Acquisition Corp Unit
NVST,NVST - Envista Holdings Corporation Common Stock
NVT,NVT - nVent Electric plc Ordinary Shares 
NVTA,NVTA - Invitae Corporation Common Stock
NVTS,NVTS - Navitas Semiconductor Corporation Common Stock
NVTSW,NVTSW - Navitas Semiconductor Corporation Warrants
NVVE,NVVE - Nuvve Holding Corp. Common Stock
NWBI,NWBI - Northwest Bancshares Inc. Common Stock
NWE,NWE - NorthWestern Corporation Common Stock
NWFL,NWFL - Norwood Financial Corp. Common Stock
NWG,NWG - NatWest Group plc American Depositary Shares
NWL,NWL - Newell Brands Inc. Common Stock
NWLI,NWLI - National Western Life Group Inc. Class A Common Stock
NWN,NWN - Northwest Natural Holding Company Common Stock
NWPX,NWPX - Northwest Pipe Company Common Stock
NWS,NWS - News Corporation Class B Common Stock
NWSA,NWSA - News Corporation Class A Common Stock
NX,NX - Quanex Building Products Corporation Common Stock
NXC,NXC - Nuveen California Select Tax-Free Income Portfolio Common Stock
NXDT,NXDT - NexPoint Diversified Real Estate Trust Common Stock
NXE,NXE - Nexgen Energy Ltd. Common Shares
NXGN,NXGN - NextGen Healthcare Inc. Common Stock
NXJ,NXJ - Nuveen New Jersey Qualified Municipal Fund 
NXN,NXN - Nuveen New York Select Tax-Free Income Portfolio Common Stock
NXP,NXP - Nuveen Select Tax Free Income Portfolio Common Stock
NXPI,NXPI - NXP Semiconductors N.V. Common Stock
NXQ,NXQ - Nuveen Select Tax Free Income Portfolio II Common Stock
NXR,NXR - Nuveen Select Tax Free Income Portfolio III Common Stock
NXRT,NXRT - NexPoint Residential Trust Inc. Common Stock
NXST,NXST - Nexstar Media Group Inc. Class A Common Stock
NXTC,NXTC - NextCure Inc. Common Stock
NXTD,NXTD - Nxt-ID Inc. Common Stock
NXTP,NXTP - NextPlay Technologies Inc. Common Stock
NXU,NXU - Novus Capital Corporation II Class A Common Stock
NYC,NYC - New York City REIT Inc. Class A Common Stock
NYCB,NYCB - New York Community Bancorp Inc. Common Stock
NYMT,NYMT - New York Mortgage Trust Inc. Common Stock
NYMTL,NYMTL - New York Mortgage Trust Inc. 6.875% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share
NYMTM,NYMTM - New York Mortgage Trust Inc. 7.875% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock
NYMTN,NYMTN - New York Mortgage Trust Inc. 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock
NYMTP,NYMTP - New York Mortgage Trust Inc. 7.75% Series B Cumulative Redeemable Preferred Stock
NYMX,NYMX - Nymox Pharmaceutical Corporation Common Stock (Bahamas)
NYT,NYT - New York Times Company (The) Common Stock
NYXH,NYXH - Nyxoah SA Ordinary Shares
NZF,NZF - Nuveen Municipal Credit Income Fund 
O,O - Realty Income Corporation Common Stock
OACB,OACB - Oaktree Acquisition Corp. II Class A Ordinary Shares
OAS,OAS - Oasis Petroleum Inc. Common Stock
OB,OB - Outbrain Inc. Common Stock
OBAS,OBAS - Optibase Ltd. Ordinary Shares
OBCI,OBCI - Ocean Bio-Chem Inc. Common Stock
OBLG,OBLG - Oblong Inc. Common Stock
OBNK,OBNK - Origin Bancorp Inc. Common Stock
OBSV,OBSV - ObsEva SA Ordinary Shares
OBT,OBT - Orange County Bancorp Inc. Common Stock
OC,OC - Owens Corning Inc Common Stock New
OCA,OCA - Omnichannel Acquisition Corp. Class A Common Stock
OCAX,OCAX - OCA Acquisition Corp. Class A Common Stock
OCAXU,OCAXU - OCA Acquisition Corp. Unit
OCC,OCC - Optical Cable Corporation Common Stock
OCCI,OCCI - OFS Credit Company Inc. Common Stock
OCCIO,OCCIO - OFS Credit Company Inc. 6.125% Series C Term Preferred Stock
OCCIP,OCCIP - OFS Credit Company Inc. 6.875% Series A Term Preferred Stock
OCDX,OCDX - Ortho Clinical Diagnostics Holdings plc Ordinary Shares
OCFC,OCFC - OceanFirst Financial Corp. Common Stock
OCFCP,OCFCP - OceanFirst Financial Corp. Depositary Shares
OCFT,OCFT - OneConnect Financial Technology Co. Ltd. American Depositary Shares each representing three ordinary shares
OCG,OCG - Oriental Culture Holding LTD Ordinary Shares
OCGN,OCGN - Ocugen Inc. Common Stock
OCN,OCN - Ocwen Financial Corporation NEW Common Stock
OCSL,OCSL - Oaktree Specialty Lending Corporation Common Stock
OCUL,OCUL - Ocular Therapeutix Inc. Common Stock
OCUP,OCUP - Ocuphire Pharma Inc. Common Stock
OCX,OCX - Oncocyte Corporation Common Stock
ODC,ODC - Oil-Dri Corporation Of America Common Stock
ODFL,ODFL - Old Dominion Freight Line Inc. Common Stock
ODP,ODP - The ODP Corporation Common Stock
ODT,ODT - Odonate Therapeutics Inc. Common Stock
OEC,OEC - Orion Engineered Carbons S.A Common Shares
OEG,OEG - Orbital Energy Group Inc. Common Stock
OEPW,OEPW - One Equity Partners Open Water I Corp. Class A Common Stock
OEPWU,OEPWU - One Equity Partners Open Water I Corp. Unit
OESX,OESX - Orion Energy Systems Inc. Common Stock
OFC,OFC - Corporate Office Properties Trust Common Stock
OFED,OFED - Oconee Federal Financial Corp. Common Stock
OFG,OFG - OFG Bancorp Common Stock
OFIX,OFIX - Orthofix Medical Inc. Common Stock (DE)
OFLX,OFLX - Omega Flex Inc. Common Stock
OFS,OFS - OFS Capital Corporation Common Stock
OFSSH,OFSSH - OFS Capital Corporation 4.95% Notes due 2028
OG,OG - Onion Global Limited American Depositary Shares (each ten (10) ADSs representing one (1) Class A Ordinary Share)
OGE,OGE - OGE Energy Corp Common Stock
OGEN,OGEN - Oragenics Inc. Common Stock
OGI,OGI - Organigram Holdings Inc. Common Shares
OGN,OGN - Organon & Co. Common Stock 
OGS,OGS - ONE Gas Inc. Common Stock
OHAAU,OHAAU - OPY Acquisition Corp. I Units
OHI,OHI - Omega Healthcare Investors Inc. Common Stock
OHPA,OHPA - Orion Acquisition Corp. Class A common stock
OHPAU,OHPAU - Orion Acquisition Corp. Unit
OI,OI - O-I Glass Inc. Common Stock
OIA,OIA - Invesco Municipal Income Opportunities Trust Common Stock
OII,OII - Oceaneering International Inc. Common Stock
OIIM,OIIM - O2Micro International Limited American Depositary Shares
OIS,OIS - Oil States International Inc. Common Stock
OKE,OKE - ONEOK Inc. Common Stock
OKTA,OKTA - Okta Inc. Class A Common Stock
OLB,OLB - The OLB Group Inc. Common Stock
OLED,OLED - Universal Display Corporation Common Stock
OLITU,OLITU - OmniLit Acquisition Corp. Units
OLK,OLK - Olink Holding AB (publ) American Depositary Shares
OLLI,OLLI - Ollie's Bargain Outlet Holdings Inc. Common Stock
OLMA,OLMA - Olema Pharmaceuticals Inc. Common Stock
OLN,OLN - Olin Corporation Common Stock
OLO,OLO - Olo Inc. Class A Common Stock
OLP,OLP - One Liberty Properties Inc. Common Stock
OLPX,OLPX - Olaplex Holdings Inc. Common Stock
OM,OM - Outset Medical Inc. Common Stock
OMAB,OMAB - Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ADS
OMC,OMC - Omnicom Group Inc. Common Stock
OMCL,OMCL - Omnicell Inc. Common Stock ($0.001 par value)
OMEG,OMEG - Omega Alpha SPAC Class A Ordinary Shares
OMER,OMER - Omeros Corporation Common Stock
OMEX,OMEX - Odyssey Marine Exploration Inc. Common Stock
OMF,OMF - OneMain Holdings Inc. Common Stock
OMGA,OMGA - Omega Therapeutics Inc. Common Stock
OMI,OMI - Owens & Minor Inc. Common Stock
OMIC,OMIC - Singular Genomics Systems Inc. Common Stock
OMP,OMP - Oasis Midstream Partners LP Common Units Representing Limited Partner Interests
OMQS,OMQS - OMNIQ Corp. Common Stock
ON,ON - ON Semiconductor Corporation Common Stock
ONB,ONB - Old National Bancorp Common Stock
ONCR,ONCR - Oncorus Inc. Common Stock
ONCS,ONCS - OncoSec Medical Incorporated Common Stock
ONCT,ONCT - Oncternal Therapeutics Inc. Common Stock
ONCY,ONCY - Oncolytics Biotech Inc. Common Shares
ONDS,ONDS - Ondas Holdings Inc. Common Stock
ONEM,ONEM - 1Life Healthcare Inc. Common Stock
ONEW,ONEW - OneWater Marine Inc. Class A Common Stock
ONL,ONL - Orion Office REIT Inc. Common Stock
ONON,ONON - On Holding AG Class A Ordinary Shares
ONTF,ONTF - ON24 Inc. Common Stock
ONTO,ONTO - Onto Innovation Inc. Common Stock
ONTX,ONTX - Onconova Therapeutics Inc. Common Stock
ONVO,ONVO - Organovo Holdings Inc. Common Stock
OOMA,OOMA - Ooma Inc. Common Stock
OPA,OPA - Magnum Opus Acquisition Limited Class A Ordinary Shares
OPAD,OPAD - Offerpad Solutions Inc. Class A Common Stock
OPBK,OPBK - OP Bancorp Common Stock
OPCH,OPCH - Option Care Health Inc. Common Stock
OPEN,OPEN - Opendoor Technologies Inc Common Stock
OPFI,OPFI - OppFi Inc. Class A Common Stock
OPGN,OPGN - OpGen Inc. Common Stock
OPHC,OPHC - OptimumBank Holdings Inc. Common Stock
OPI,OPI - Office Properties Income Trust Common Shares of Beneficial Interest
OPINL,OPINL - Office Properties Income Trust 6.375% Senior Notes due 2050
OPK,OPK - OPKO Health Inc. Common Stock
OPNT,OPNT - Opiant Pharmaceuticals Inc. Common Stock
OPOF,OPOF - Old Point Financial Corporation Common Stock
OPP,OPP - RiverNorth/DoubleLine Strategic Opportunity Fund Inc. Common Stock
OPRA,OPRA - Opera Limited American Depositary Shares
OPRT,OPRT - Oportun Financial Corporation Common Stock
OPRX,OPRX - OptimizeRx Corporation Common Stock
OPT,OPT - Opthea Limited American Depositary Shares
OPTN,OPTN - OptiNose Inc. Common Stock
OPTT,OPTT - Ocean Power Technologies Inc. Common Stock
OPY,OPY - Oppenheimer Holdings Inc. Class A Common Stock (DE)
OR,OR - Osisko Gold Royalties Ltd Common Shares
ORA,ORA - Ormat Technologies Inc. Common Stock
ORAN,ORAN - Orange
ORC,ORC - Orchid Island Capital Inc. Common Stock
